Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00084675544670,1,2.1,2,G,2,16,2,694,6,0,1
EMA00084675646870,2,1.3,1,C,2,,2,694,21,9,0
EMA00084675658660,1,1.4,1,G,2,33,2,577,9,0,1
EMA00084675943190,2,0.3,2,C,3,32,2,704,11,3,1
EMA00084676044490,1,0,1,G,2,26,1,730,11,1,0
EMA00084676119690,2,0.1,1,D,3,40,3,608,21,16,0
EMA00084676143400,1,0.3,2,E,3,56,1,51,9,2,1
EMA00084676620440,1,1.9,1,E,2,,1,521,11,0,2
EMA00084676742490,1,0.9,2,C,2,30,1,704,7,0,0
EMA00084676802960,1,1.2,1,G,2,37,1,484,8,0,1
EMA00084676923910,1,1.3,2,B,2,30,2,796,4,1,0
EMA00084677134750,1,1.2,1,,2,,1,40,,0,0
EMA00084677235390,1,2.3,1,,2,34,2,79,14,,0
EMA00084677305190,1,0.2,2,G,3,,2,1103,8,4,1
EMA00084677751920,2,2.4,1,,2,23,3,524,6,0,0
EMA00084677759920,1,1.3,1,F,2,21,3,827,21,11,0
EMA00084677776500,1,3.1,1,,2,10,3,988,11,3,0
EMA00084677960960,1,0.2,2,,3,,2,827,3,0,0
EMA00084678045340,2,0.9,1,F,2,15,2,721,2,0,0
EMA00084678164750,1,1.8,1,G,2,44,3,518,11,0,1
EMA00084678221990,1,2.2,1,E,2,23,2,524,11,0,1
EMA00084678257490,1,0.3,1,F,3,,1,694,4,0,0
EMA00084678270100,2,0.8,1,G,2,19,1,704,14,0,0
EMA00084678351470,1,0.2,2,B,3,50,2,694,4,0,1
EMA00084678380980,2,0.7,1,G,2,27,2,1157,4,0,0
EMA00084678381340,1,0.3,1,C,2,40,2,721,8,3,1
EMA00084678420720,2,0.1,1,D,2,36,3,796,14,,0
EMA00084678475220,1,1.7,2,,2,15,2,827,3,0,0
EMA00084678478160,1,2.2,2,G,2,15,3,795,4,0,0
EMA00084678516860,1,1.3,1,G,2,34,3,1014,9,,0
EMA00084678594250,2,1.9,1,C,2,18,3,778,21,12,0
EMA00084678775770,1,0.5,2,G,2,32,2,661,,6,0
EMA00084678786120,1,0.1,1,G,3,26,3,1103,13,9,0
EMA00084678917100,2,0.2,2,A,3,35,1,1082,21,15,0
EMA00084678941750,1,1.3,2,G,2,12,1,744,14,0,0
EMA00084679085120,1,0.8,1,,2,15,2,789,16,8,0
EMA00084679110880,1,2,2,C,2,28,2,504,21,5,0
EMA00084679295810,1,1.6,1,,2,38,2,366,6,5,1
EMA00084679301240,1,2.2,2,D,2,14,3,649,4,0,0
EMA00084679324450,2,0.9,1,G,2,,2,484,4,2,0
EMA00084679350520,2,0.2,1,C,2,30,2,1103,11,10,0
EMA00084679359370,1,0.3,1,G,2,49,2,630,11,1,0
EMA00084679560310,1,2.9,2,G,2,24,2,132,11,7,1
EMA00084679567480,1,3.4,1,D,2,15,2,873,4,0,0
EMA00084679578830,1,2.2,1,E,2,32,3,282,9,6,0
EMA00084679624180,2,0.3,2,E,3,,2,504,21,19,1
EMA00084679663370,1,1.2,2,F,2,28,2,868,21,13,0
EMA00084679687390,1,1.2,2,B,2,31,2,636,4,0,0
EMA00084679700880,1,0.3,1,,1,0,2,40,1,0,1
EMA00084679768930,1,1.3,2,F,2,40,2,392,11,0,0
EMA00084679967320,1,1.8,2,A,2,25,3,560,21,17,0
EMA00084680055390,1,0.4,2,,2,27,2,623,6,0,0
EMA00084680173490,1,2.4,2,E,2,,2,220,21,18,0
EMA00084680423300,2,1.2,1,F,2,15,2,1229,,0,0
EMA00084680427910,1,3,1,G,2,36,2,116,8,2,0
EMA00084680557100,1,0.4,1,G,2,30,2,744,14,0,0
EMA00084680631250,1,0.1,2,G,3,28,1,630,6,0,1
EMA00084680637460,1,2,1,F,2,14,2,684,24,8,0
EMA00084680673990,1,0.3,1,,2,,2,577,11,5,1
EMA00084680771980,2,0.1,1,G,2,17,2,1038,6,0,0
EMA00084680776690,2,1.9,1,G,2,19,2,1173,5,0,0
EMA00084680808480,1,0.1,1,C,3,41,3,1014,24,18,0
EMA00084680838360,1,0.2,1,E,3,36,2,1157,11,0,1
EMA00084680859550,1,1.9,2,E,2,31,3,605,21,7,0
EMA00084680904330,2,0.1,2,F,3,21,3,855,3,1,1
EMA00084680930850,1,3.2,2,G,2,28,2,282,8,0,0
EMA00084681020040,1,0.8,2,D,2,34,1,678,8,0,0
EMA00084681617900,2,0.3,2,G,3,,2,892,,8,0
EMA00084681702850,1,1.9,1,D,2,,2,661,8,0,0
EMA00084681754460,1,2.1,2,,2,,2,704,10,0,0
EMA00084681827610,2,0.3,1,G,3,39,1,282,6,0,1
EMA00084681866640,1,0.4,2,G,2,20,1,1140,,0,0
EMA00084681976450,1,0.2,1,,3,36,2,662,21,4,0
EMA00084682297310,1,0.9,2,,2,60,2,132,11,7,0
EMA00084682311320,1,2.6,2,D,2,19,2,812,11,4,0
EMA00084682342600,1,0.4,2,G,2,16,2,1229,19,6,0
EMA00084682435000,1,0.2,1,E,2,30,2,1157,4,2,0
EMA00084682507900,1,2.3,1,E,2,20,3,251,21,15,0
EMA00084682515930,1,1.4,1,G,2,15,2,922,11,3,0
EMA00084682543240,1,0.3,1,C,3,29,1,339,8,6,2
EMA00084682548370,1,1.6,1,F,2,42,2,152,2,1,0
EMA00084682606230,1,0.2,1,E,3,33,1,892,14,4,2
EMA00084682848410,2,0.1,2,G,3,12,1,880,4,1,0
EMA00084682887330,1,0.8,1,,2,58,1,194,8,0,1
EMA00084682896980,1,0.1,1,,3,37,2,649,,0,0
EMA00084682942350,1,1.1,1,G,2,,1,504,36,22,2
EMA00084682964730,1,1.7,2,E,2,13,1,868,8,5,0
EMA00084683099620,2,1.2,1,F,2,,2,842,9,0,0
EMA00084683178900,2,0.1,1,C,3,37,2,416,16,9,1
EMA00084683300950,1,0,2,G,2,29,2,796,9,0,0
EMA00084683488770,1,2.2,1,D,2,21,2,827,8,0,0
EMA00084683556560,1,1.2,1,D,2,12,3,840,21,12,0
EMA00084683598430,2,0.3,1,B,3,27,2,145,6,0,1
EMA00084683730480,1,0.2,1,F,3,60,1,251,14,,0
EMA00084683864790,1,3.9,1,G,2,25,2,220,6,0,0
EMA00084683869620,1,1.4,1,G,2,29,2,873,21,11,0
EMA00084683893600,1,1.8,2,D,2,18,2,806,11,1,0
EMA00084684272170,2,1.9,1,G,2,20,1,1061,6,0,0
EMA00084684275720,1,1.9,2,G,2,,2,778,2,0,0
EMA00084684293680,1,2.1,1,G,2,40,2,152,16,10,0
EMA00084684311950,1,3.8,1,D,2,16,2,366,8,0,0
EMA00084684539710,1,0.3,2,G,2,40,2,504,26,7,0
EMA00084684589390,1,0.1,1,G,3,43,2,578,9,3,0
EMA00084684595060,2,0.2,1,E,3,42,2,873,8,0,1
EMA00084684611830,1,2.6,2,,2,10,2,1038,8,0,0
EMA00084684857160,2,0,2,G,3,18,2,960,5,0,0
EMA00084684941350,1,1.1,1,E,2,33,2,841,4,0,0
EMA00084684972220,1,0,2,E,3,18,2,987,11,2,0
EMA00084684984580,2,0.4,1,B,2,33,1,827,14,5,0
EMA00084685070890,1,0.2,2,D,3,32,1,1122,19,7,0
EMA00084685395740,2,0.2,1,B,3,,2,934,4,0,0
EMA00084685444660,2,0.1,2,D,3,14,2,1296,19,4,0
EMA00084685495730,1,0.2,2,B,3,53,2,653,21,3,1
EMA00084685512220,2,0.5,1,D,2,47,2,771,6,0,0
EMA00084685613200,2,0.8,1,G,2,10,1,649,4,2,0
EMA00084685622460,1,1.4,2,B,2,35,1,771,14,3,0
EMA00084685636650,2,1.9,1,F,2,18,2,1082,9,1,0
EMA00084685659210,1,0.5,2,G,2,37,1,593,4,0,0
EMA00084685689250,1,1.5,1,,2,35,2,610,6,0,0
EMA00084685693040,1,2.6,2,,2,17,1,1061,21,2,0
EMA00084685859840,1,2,2,B,2,35,1,389,9,0,1
EMA00084685892880,1,0.5,2,D,2,,2,392,11,4,0
EMA00084686002250,2,0.2,2,G,3,41,1,542,8,2,2
EMA00084686114110,2,1.1,1,G,2,28,2,778,4,0,0
EMA00084686184200,1,1.3,1,E,2,42,3,470,6,0,0
EMA00084686245840,2,0.1,2,C,3,5,1,782,11,0,0
EMA00084686354620,2,0.2,1,G,3,52,3,610,11,0,1
EMA00084686358480,1,2.1,1,G,2,32,1,458,11,6,1
EMA00084686418740,2,0,2,E,3,41,2,608,6,0,1
EMA00084686708320,1,1.5,2,G,2,19,2,1157,7,0,0
EMA00084686921120,1,1.4,2,E,2,30,1,1014,7,3,0
EMA00084687097300,1,2,1,G,2,40,2,694,21,19,1
EMA00084687160140,1,0.1,2,G,3,31,2,721,9,8,0
EMA00084687162100,1,2.1,2,C,2,17,3,542,4,0,0
EMA00084687225260,1,0.1,2,G,3,40,3,416,4,,0
EMA00084687235330,1,0.3,2,E,3,38,2,636,7,0,0
EMA00084687351320,1,0.2,2,G,3,20,2,694,4,0,1
EMA00084687399890,1,0.3,2,A,2,23,2,868,24,14,0
EMA00084687408150,1,2.7,2,G,2,23,3,630,11,4,0
EMA00084687584620,1,0,2,B,3,,2,519,3,0,2
EMA00084687585210,2,0.3,2,G,3,,2,700,6,3,1
EMA00084687662510,1,1.2,2,E,2,12,2,684,11,2,0
EMA00084687742190,1,0.6,2,B,2,31,3,796,4,0,0
EMA00084687756530,1,0.9,1,G,2,18,1,713,9,0,0
EMA00084687828460,2,1.5,1,C,2,,3,733,11,10,0
EMA00084687846820,2,0.1,2,G,3,41,2,1038,18,8,0
EMA00084687986100,1,0,1,,3,43,2,416,16,0,0
EMA00084688293380,1,0.2,2,,3,,1,389,4,0,0
EMA00084688354250,1,2.2,1,,2,,2,827,26,16,0
EMA00084688490760,1,0.3,1,G,2,33,2,1038,11,7,0
EMA00084688513760,1,2.1,2,F,2,34,3,550,6,0,0
EMA00084688534060,2,0.7,1,D,2,34,2,934,8,0,0
EMA00084688564920,1,0.2,2,,2,14,3,1288,16,3,0
EMA00084688594420,1,1,1,G,2,25,1,1203,21,18,0
EMA00084688717870,1,0.4,1,G,2,49,2,490,11,6,2
EMA00084688853720,1,2,2,E,2,24,2,470,4,0,0
EMA00084688869690,1,0.6,1,E,2,38,2,678,14,0,1
EMA00084688998730,1,0.1,1,,3,,2,760,4,0,0
EMA00084689151300,1,0.7,2,G,2,,2,962,4,0,0
EMA00084689282360,1,0.2,2,G,3,39,3,366,5,0,0
EMA00084689361910,1,2.2,2,G,2,29,2,392,14,,0
EMA00084689500090,2,0.3,1,D,3,30,2,636,11,9,1
EMA00084689663910,1,1.7,1,D,2,29,2,721,16,11,0
EMA00084689716130,1,1.7,1,D,2,22,1,842,26,7,0
EMA00084689740330,2,0.1,1,E,3,,2,40,6,0,0
EMA00084689744550,2,1.3,1,E,2,25,2,760,9,6,0
EMA00084689757470,1,3.5,2,B,2,19,2,653,6,0,1
EMA00084689978790,2,1.2,1,D,2,12,2,744,11,0,0
EMA00084690007160,1,0.1,2,G,3,27,2,768,8,7,0
EMA00084690095390,2,0.8,1,G,2,22,2,1229,9,0,0
EMA00084690169630,1,0.2,1,,3,,2,504,18,8,0
EMA00084690231650,1,1.1,2,G,2,34,1,1082,6,0,0
EMA00084690321460,1,0.4,1,D,2,55,2,251,3,0,0
EMA00084690381880,1,1.2,2,G,2,35,2,653,11,,0
EMA00084690410230,1,1.4,1,E,2,30,2,593,21,16,0
EMA00084690421440,1,0.3,2,,3,56,2,352,11,3,2
EMA00084690463620,1,0.7,2,G,2,34,2,778,24,15,1
EMA00084690574100,1,0.9,2,F,2,33,3,542,4,0,0
EMA00084690719450,1,1.7,2,A,2,28,2,560,11,2,0
EMA00084690970660,1,3,2,C,2,6,3,605,4,0,0
EMA00084691088860,2,0.8,1,E,2,45,2,424,6,4,0
EMA00084691248120,1,0.3,1,G,3,41,2,605,21,7,0
EMA00084691305180,1,1,1,D,2,46,3,424,21,18,0
EMA00084691370670,1,0.5,1,G,2,50,2,458,6,2,0
EMA00084691537910,1,2,2,F,2,11,1,841,11,0,0
EMA00084691646720,1,1.1,2,,2,39,3,416,,0,0
EMA00084691695020,1,2.2,1,D,2,19,3,550,11,0,0
EMA00084691706660,1,0.4,2,,2,10,3,524,,0,0
EMA00084691932380,1,1.1,1,,2,40,2,655,6,0,0
EMA00084692108570,1,1.9,1,G,2,38,3,194,9,2,1
EMA00084692119150,1,0.1,2,G,3,39,3,560,26,20,0
EMA00084692264660,2,0.2,2,G,3,12,2,933,4,,0
EMA00084692279530,2,2.9,1,E,2,8,3,577,3,0,0
EMA00084692306830,1,0.8,1,,2,38,2,934,4,0,0
EMA00084692436230,2,0.5,1,G,2,44,2,462,8,5,0
EMA00084692447530,1,0.8,2,,2,,2,220,16,10,1
EMA00084692643320,1,0,1,G,3,,3,116,16,7,0
EMA00084692724130,1,0.3,1,G,3,40,3,840,4,1,1
EMA00084692782610,2,3.7,1,E,2,10,3,282,5,0,0
EMA00084692960300,1,2.3,2,,2,20,1,1014,11,0,1
EMA00084693051030,2,1.2,1,,2,33,1,593,6,,0
EMA00084693153710,1,1.5,2,B,2,20,2,1203,21,14,0
EMA00084693226740,1,2.1,1,E,2,18,1,1157,16,1,0
EMA00084693744850,2,0.4,1,,2,20,3,768,,0,0
EMA00084693879250,1,0.9,2,D,2,40,3,550,4,0,0
EMA00084693974830,2,1.4,1,G,2,26,3,806,14,0,1
EMA00084694059980,1,0.3,1,,3,,2,1157,11,2,1
EMA00084694098340,1,2.6,1,B,2,29,2,275,14,0,0
EMA00084694162220,1,0.3,2,G,1,0,2,1173,1,0,1
EMA00084694163080,1,0.3,1,A,3,40,2,1061,7,2,1
EMA00084694175120,1,1.8,2,,2,24,3,560,5,0,0
EMA00084694304250,1,3.3,2,B,2,17,1,550,8,0,0
EMA00084694320100,1,0.7,2,G,2,18,2,1216,5,0,0
EMA00084694524110,1,2.2,2,D,2,37,2,190,14,7,1
EMA00084694704130,1,0,1,E,3,,1,392,4,0,0
EMA00084694772570,1,0.2,1,,3,,3,521,8,0,0
EMA00084694799380,1,1.6,2,G,2,20,2,1140,4,0,0
EMA00084695041850,1,3,1,D,2,33,1,470,11,0,0
EMA00084695243460,1,0.4,1,B,2,45,2,694,21,12,1
EMA00084695257050,1,1.6,1,,2,20,3,796,11,7,0
EMA00084695280830,1,1.7,1,G,2,34,1,550,16,7,1
EMA00084695308360,2,0.3,2,G,3,46,2,873,21,8,1
EMA00084695324970,2,2.9,1,G,2,14,1,778,4,0,0
EMA00084695405120,1,1,1,C,2,37,2,578,8,0,0
EMA00084695483950,2,0,1,E,3,,2,253,9,2,0
EMA00084695537940,1,0.3,2,D,2,23,2,1173,,0,0
EMA00084695556150,2,0.6,1,D,2,22,3,1271,6,0,0
EMA00084695604850,2,0.3,1,C,2,37,2,812,21,6,1
EMA00084695630850,1,1.1,2,G,2,,3,1216,21,18,0
EMA00084695793800,1,0.3,2,E,2,50,2,389,11,,0
EMA00084695808540,1,0.9,2,,2,26,2,560,6,0,0
EMA00084695956700,1,1.4,1,E,2,36,2,550,8,0,0
EMA00084696045610,1,1,1,D,2,31,2,542,11,0,0
EMA00084696057230,1,1.8,2,G,2,13,2,1122,31,28,0
EMA00084696083240,1,1.1,1,G,2,29,1,550,11,0,1
EMA00084696160220,2,0.3,1,G,3,42,3,593,8,0,0
EMA00084696225820,2,0.2,1,G,2,30,2,1140,21,4,0
EMA00084696245450,1,0.6,1,G,2,50,3,311,21,18,2
EMA00084696583120,1,2.3,1,B,2,26,1,841,21,4,0
EMA00084696699670,1,0.1,1,G,3,42,2,593,5,1,0
EMA00084696717630,1,4.6,1,D,2,,2,311,4,0,0
EMA00084696770350,1,2.3,2,G,2,20,2,796,8,3,0
EMA00084697163290,2,0.1,2,G,3,52,1,419,6,1,2
EMA00084697228410,2,0.5,1,E,2,10,2,1103,4,0,0
EMA00084697416580,1,0.3,2,,3,46,1,593,6,,0
EMA00084697505160,1,1.7,2,F,2,34,2,490,21,10,0
EMA00084697523880,2,2.5,1,G,2,19,2,484,4,0,0
EMA00084697525980,1,0.4,2,G,2,51,2,519,6,0,0
EMA00084697570810,1,1.7,2,G,2,26,2,760,18,11,0
EMA00084697626840,2,0.3,2,G,3,30,3,623,9,0,1
EMA00084697633640,1,0.1,1,F,3,43,2,560,13,0,2
EMA00084697832040,2,1.8,1,G,2,18,3,1060,21,4,0
EMA00084698056970,1,3.5,2,G,2,13,1,550,7,,0
EMA00084698321710,1,0,1,G,3,23,1,1189,11,0,0
EMA00084698351970,1,2,2,C,2,24,2,560,6,3,1
EMA00084698365140,1,0.2,1,E,3,52,3,186,11,0,1
EMA00084698377350,1,1.9,2,E,2,23,2,578,9,0,0
EMA00084698390150,2,0,1,G,3,39,2,653,4,1,2
EMA00084698515300,1,2.9,1,E,2,21,2,700,6,0,0
EMA00084698540430,2,0,2,D,3,32,1,610,6,2,0
EMA00084698685940,1,1.4,2,E,2,33,2,806,31,13,0
EMA00084698961330,2,0.7,1,G,2,21,3,1271,8,3,0
EMA00084699006310,1,0.1,1,C,3,,2,868,9,0,0
EMA00084699068900,1,1.6,2,G,2,12,1,902,18,0,0
EMA00084699110300,2,0.5,1,A,2,37,2,462,8,0,0
EMA00084699327140,1,3.3,2,G,2,12,3,352,11,0,0
EMA00084699364430,1,0.3,1,,3,,2,855,16,5,1
EMA00084699367560,2,0,1,E,3,30,3,440,11,0,1
EMA00084699426500,1,0.1,1,B,3,52,2,873,8,0,1
EMA00084699440430,1,0.2,1,A,2,36,2,649,4,0,0
EMA00084699537990,2,0.7,1,G,2,43,3,873,11,0,0
EMA00084699704470,2,0.7,1,G,2,28,3,713,9,8,0
EMA00084699750670,1,2.3,1,G,2,13,2,1157,21,14,0
EMA00084699782600,2,0.7,1,F,2,28,2,1216,9,0,0
EMA00084700170960,1,1.4,2,B,2,50,3,311,,0,0
EMA00084700312720,1,3,2,F,2,6,2,934,4,0,0
EMA00084700354300,1,3.1,1,E,2,,3,282,9,3,0
EMA00084700378370,2,0.9,1,A,2,22,3,713,5,0,0
EMA00084700451740,2,1.5,1,G,2,27,2,988,,0,0
EMA00084700475440,2,0.1,2,,3,,2,1189,6,0,0
EMA00084700530130,2,0.2,1,,3,40,2,988,11,10,0
EMA00084700645070,2,2.1,1,D,2,14,2,713,21,11,0
EMA00084700854370,1,0.3,2,C,3,32,2,673,16,0,2
EMA00084700970110,1,1.5,1,E,2,,3,519,6,0,0
EMA00084701268890,1,1.9,2,B,2,25,3,962,21,3,0
EMA00084701490820,1,0.3,2,G,2,45,3,416,2,0,0
EMA00084701494210,1,1.3,2,C,2,34,3,608,13,7,0
EMA00084701502090,1,0.3,1,G,3,39,2,1014,14,2,1
EMA00084701577840,1,0.3,2,G,2,23,2,922,11,0,0
EMA00084701690800,1,1.2,1,D,2,40,2,458,11,0,0
EMA00084701745000,1,1.8,1,G,2,,3,902,5,0,0
EMA00084701747510,1,1.6,1,G,2,26,1,721,11,7,0
EMA00084701833890,1,0.3,2,G,2,30,1,730,14,11,0
EMA00084701849460,1,1.8,1,E,2,20,3,1014,7,0,0
EMA00084701849650,1,0.5,2,G,2,37,2,1082,5,,0
EMA00084701922590,2,0,1,,3,35,1,1189,4,0,1
EMA00084701995870,2,0,2,,3,42,2,462,14,2,1
EMA00084702118730,1,0.2,1,D,3,41,2,1038,31,25,0
EMA00084702236440,2,0.7,1,E,2,22,3,1271,11,0,0
EMA00084702392110,1,1.9,2,,2,22,2,684,9,0,0
EMA00084702531490,1,0.3,1,G,3,52,2,550,11,,1
EMA00084702540230,2,0,1,A,3,,2,1310,8,0,0
EMA00084702574270,1,0.1,2,G,3,35,2,1203,11,3,1
EMA00084702664670,2,1.1,1,A,2,30,2,988,11,9,1
EMA00084702721270,2,0,2,G,3,44,1,806,11,0,1
EMA00084702793420,1,2.1,1,G,2,25,2,840,9,0,0
EMA00084702800800,1,0.3,1,E,3,50,2,610,4,0,2
EMA00084702890190,1,0.2,1,,3,23,2,982,21,9,0
EMA00084702924340,1,0.4,1,,2,45,2,760,8,0,0
EMA00084702953390,2,2.1,1,C,2,21,2,796,6,2,0
EMA00084702953960,2,0,1,G,3,5,2,931,4,0,0
EMA00084702969380,2,0.3,2,B,3,17,2,987,21,4,0
EMA00084702980070,1,3.2,1,C,2,12,1,542,5,0,0
EMA00084703001670,2,0.2,1,E,2,28,3,1229,6,3,0
EMA00084703074910,1,2.9,2,C,2,33,2,116,11,0,0
EMA00084703079490,1,1.3,2,G,2,,2,504,16,14,1
EMA00084703095490,1,0.7,1,E,2,32,2,673,18,17,0
EMA00084703127370,1,0.1,2,D,3,31,2,636,11,7,0
EMA00084703128230,1,1,2,A,2,32,2,636,19,1,0
EMA00084703138690,1,1.5,1,E,2,23,2,812,3,2,0
EMA00084703184800,1,1.4,2,,2,,2,721,4,0,0
EMA00084703234820,1,1.9,2,G,2,30,2,721,,0,0
EMA00084703335430,2,0.8,1,G,2,38,3,578,4,0,0
EMA00084703435020,2,0.1,2,,3,35,2,623,4,0,0
EMA00084703563750,1,0.3,2,E,3,35,3,922,,2,0
EMA00084703578270,1,0.6,2,,2,16,2,744,6,0,0
EMA00084703802520,2,0,1,G,3,23,2,751,6,0,0
EMA00084703808340,1,0.5,2,G,2,35,3,560,11,0,0
EMA00084703836590,1,2.7,1,D,2,14,2,778,4,0,0
EMA00084703922760,1,3.4,2,F,2,10,2,678,16,9,0
EMA00084703994620,1,1.9,1,C,2,8,3,722,6,0,0
EMA00084704047760,2,0.3,1,C,3,37,2,880,31,20,0
EMA00084704056280,2,0,1,,3,25,2,840,4,0,0
EMA00084704142610,1,0.3,1,,3,35,1,737,26,10,0
EMA00084704317320,2,1,1,,2,30,2,593,9,0,0
EMA00084704474010,1,0,2,G,3,38,2,649,16,14,0
EMA00084704511190,1,1.4,2,D,2,26,2,796,6,0,0
EMA00084704622750,1,0.8,2,F,2,36,2,560,6,0,2
EMA00084704748570,1,1.7,1,F,2,10,2,1173,14,12,0
EMA00084704755530,2,1.7,1,E,2,22,3,694,2,,0
EMA00084704843170,1,0.5,2,B,2,46,2,653,9,0,0
EMA00084704972300,1,1,1,D,2,44,3,653,11,8,0
EMA00084705049940,2,0.9,1,A,2,20,2,892,9,0,0
EMA00084705177750,1,1.9,1,G,2,17,2,1157,9,6,0
EMA00084705181880,2,1.6,1,,2,28,3,733,21,11,0
EMA00084705321890,1,1,1,G,2,25,2,1102,16,3,0
EMA00084705355250,2,1.7,1,G,2,15,1,233,6,0,1
EMA00084705558890,1,0.7,1,F,2,43,3,311,4,0,0
EMA00084705582010,1,0.3,2,D,3,22,3,902,,9,0
EMA00084705831510,1,2.7,2,E,2,35,2,194,21,14,0
EMA00084705922720,1,0.9,1,,2,45,1,519,9,0,1
EMA00084705929530,1,0.1,1,C,2,51,3,424,14,1,1
EMA00084705991920,2,0.2,2,E,3,,1,392,5,0,0
EMA00084706313760,1,3.4,2,,2,22,1,518,16,0,0
EMA00084706365340,1,1.4,2,A,2,26,1,778,11,4,0
EMA00084706580190,1,1.7,1,D,2,20,2,694,9,6,0
EMA00084706636820,1,0.3,2,G,3,34,3,636,11,9,0
EMA00084706666380,1,1.6,1,G,2,28,2,988,16,6,0
EMA00084706803010,1,1.8,2,D,2,20,2,560,21,13,1
EMA00084706891250,1,1.2,1,E,2,22,3,1140,6,0,0
EMA00084706942250,1,0.2,2,E,3,31,2,1103,18,0,1
EMA00084706989560,2,0,1,E,3,25,1,904,8,0,1
EMA00084706989750,1,2.4,1,G,2,14,2,1060,4,0,0
EMA00084707280940,1,1.7,2,,2,17,1,827,26,23,0
EMA00084707440700,2,0.9,1,F,2,,2,152,4,0,1
EMA00084707583220,1,3.2,2,D,2,17,3,132,11,8,0
EMA00084707647870,1,3.5,1,,2,6,1,653,4,0,0
EMA00084707663090,1,0,2,D,3,35,2,704,16,15,0
EMA00084707672020,1,1.1,2,G,2,26,2,704,8,0,0
EMA00084707812350,1,2.3,1,D,2,,2,462,4,0,0
EMA00084707820840,1,0.6,1,G,2,,3,768,11,7,0
EMA00084707975290,2,0.1,1,,2,25,2,722,19,16,0
EMA00084708040100,1,1.1,2,C,2,19,1,730,4,0,0
EMA00084708069000,1,1.2,2,D,2,36,3,577,9,2,0
EMA00084708190230,1,2,1,F,2,33,3,416,9,5,0
EMA00084708203700,1,0.5,2,,2,21,3,704,21,10,0
EMA00084708266000,1,1.8,1,G,2,44,2,152,14,4,0
EMA00084708267350,1,1.2,2,,2,32,2,655,14,2,0
EMA00084708361370,1,0.1,1,C,3,40,2,416,8,0,2
EMA00084708375150,1,1.3,1,D,2,38,3,550,11,6,0
EMA00084708439440,1,0.1,2,G,3,40,2,806,2,0,1
EMA00084708485530,1,1.5,1,D,2,18,1,1229,13,5,0
EMA00084708561500,1,3.1,2,G,2,6,3,484,2,0,0
EMA00084708573330,1,3.3,2,G,2,14,2,550,31,30,0
EMA00084708609370,1,1.6,2,D,2,27,2,649,6,0,0
EMA00084708718180,1,2.8,2,C,2,23,2,678,11,0,0
EMA00084708748110,1,2.1,2,D,2,,2,806,4,0,0
EMA00084709026950,2,0.9,1,E,2,40,2,220,11,0,1
EMA00084709318430,1,0.4,1,B,2,,3,744,11,5,0
EMA00084709474280,1,2.1,1,E,2,37,2,484,6,0,0
EMA00084709762060,1,0.8,2,C,2,30,1,827,11,2,0
EMA00084709944350,1,1.1,2,D,2,,3,868,2,0,0
EMA00084709970580,1,3.1,2,,2,13,2,578,4,0,0
EMA00084709971920,1,1,2,B,2,25,3,722,5,1,0
EMA00084710148860,1,1.5,1,B,2,,2,744,6,0,0
EMA00084710185050,1,0.9,1,G,2,36,2,524,11,2,0
EMA00084710283030,1,1.2,1,,2,41,3,550,4,0,0
EMA00084710312070,1,0.5,2,,2,,2,751,11,0,0
EMA00084710497530,2,1,1,G,2,21,2,713,4,0,0
EMA00084710500450,2,3,1,E,2,20,2,462,6,0,1
EMA00084710501680,2,0.3,1,G,3,49,1,484,9,0,1
EMA00084710791840,1,2.5,2,E,2,20,2,721,21,2,0
EMA00084710964570,2,0,2,G,1,,2,578,1,0,1
EMA00084711039960,1,0,1,E,3,48,2,416,8,0,1
EMA00084711092050,1,0,1,,3,40,2,1038,6,0,2
EMA00084711212750,1,0.7,2,A,2,31,2,796,8,0,0
EMA00084711389490,2,0.4,1,C,2,40,1,233,2,0,0
EMA00084711421390,1,0.2,2,D,3,47,2,806,11,2,0
EMA00084711441850,1,2,1,C,2,,2,424,6,0,0
EMA00084711545840,1,2.1,1,C,2,22,2,1014,11,10,0
EMA00084711559960,1,0.1,2,B,3,52,3,339,6,0,1
EMA00084711622460,1,3.7,1,G,2,11,2,282,9,2,0
EMA00084711648240,1,1.4,1,C,2,,1,282,6,0,1
EMA00084711654920,1,1.5,2,,2,23,3,608,6,0,0
EMA00084711734900,1,2.4,1,F,2,16,2,741,11,1,0
EMA00084711795140,2,0.3,1,G,3,16,2,1229,6,0,0
EMA00084711910190,2,2.7,1,G,2,10,1,1014,6,0,0
EMA00084711968240,1,0.3,1,B,2,35,2,842,18,0,0
EMA00084712034150,2,0,2,,3,36,2,1038,6,0,0
EMA00084712081690,2,0.1,1,G,2,40,1,1014,6,0,0
EMA00084712113590,1,2.1,1,D,2,20,2,577,8,0,0
EMA00084712260190,1,2.5,1,,2,25,2,700,4,0,0
EMA00084712280490,2,0.7,1,E,2,25,2,1173,11,8,0
EMA00084712380230,1,0.5,2,G,2,25,2,880,21,17,0
EMA00084712448640,2,0.1,2,F,1,0,3,721,1,0,1
EMA00084712834860,1,2.5,1,,2,37,1,40,11,8,1
EMA00084712888290,1,2.1,2,C,2,13,2,778,9,0,0
